map_key,location_name,route_level_min,route_level_max,encounter_type,time_of_day,slot_index,odds_percent,species_display,species_constant,level_min,level_max
ROUTE_34,Route 34,27,29,land,Night,4,5,Pancham,SPECIES_PANCHAM,27,29
ROUTE_34,Route 34,27,29,land,Night,5,5,Roselia,SPECIES_ROSELIA,27,29
ROUTE_34,Route 34,27,29,land,Night,6,1,Furret,SPECIES_FURRET,27,29
ROUTE_34,Route 34,27,29,land,Night,7,5,Ariados,SPECIES_ARIADOS,27,29
ROUTE_34,Route 34,27,29,land,Night,8,3,Luxio,SPECIES_LUXIO,27,29
ROUTE_34,Route 34,27,29,land,Night,9,4,Espurr,SPECIES_ESPURR,27,29
ROUTE_34,Route 34,27,29,land,Night,10,1,Pancham,SPECIES_PANCHAM,27,29
ROUTE_34,Route 34,27,29,land,Night,11,1,Staravia,SPECIES_STARAVIA,27,29
ROUTE_34,Route 34,27,29,water,All,0,60,Buizel,SPECIES_BUIZEL,27,29
ROUTE_34,Route 34,27,29,water,All,1,30,Shellos,SPECIES_SHELLOS,27,29
ROUTE_34,Route 34,27,29,water,All,2,5,Wooper,SPECIES_WOOPER,27,29
ROUTE_34,Route 34,27,29,water,All,3,4,Clauncher,SPECIES_CLAUNCHER,27,29
ROUTE_34,Route 34,27,29,water,All,4,1,Floatzel,SPECIES_FLOATZEL,27,29
ILEX_FOREST,Ilex Forest,30,32,land,Morning,0,30,Ledian,SPECIES_LEDIAN,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,1,20,Ariados,SPECIES_ARIADOS,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,2,15,Roselia,SPECIES_ROSELIA,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,3,10,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,4,5,Phantump,SPECIES_PHANTUMP,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,5,5,Pineco,SPECIES_PINECO,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,6,1,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,7,5,Ariados,SPECIES_ARIADOS,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,8,3,Roselia,SPECIES_ROSELIA,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,9,4,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,10,1,Phantump,SPECIES_PHANTUMP,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Morning,11,1,Pineco,SPECIES_PINECO,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,0,30,Ledian,SPECIES_LEDIAN,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,1,20,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,2,15,Roselia,SPECIES_ROSELIA,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,3,10,Pineco,SPECIES_PINECO,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,4,5,Phantump,SPECIES_PHANTUMP,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,5,5,Ariados,SPECIES_ARIADOS,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,6,1,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,7,5,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,8,3,Roselia,SPECIES_ROSELIA,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,9,4,Pineco,SPECIES_PINECO,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,10,1,Phantump,SPECIES_PHANTUMP,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Day,11,1,Ariados,SPECIES_ARIADOS,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,0,30,Ariados,SPECIES_ARIADOS,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,1,20,Phantump,SPECIES_PHANTUMP,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,2,15,Roselia,SPECIES_ROSELIA,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,3,10,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,4,5,Pineco,SPECIES_PINECO,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,5,5,Ledian,SPECIES_LEDIAN,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,6,1,Ariados,SPECIES_ARIADOS,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,7,5,Phantump,SPECIES_PHANTUMP,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,8,3,Roselia,SPECIES_ROSELIA,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,9,4,Combee,SPECIES_COMBEE,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,10,1,Pineco,SPECIES_PINECO,30,32
ILEX_FOREST,Ilex Forest,30,32,land,Night,11,1,Ledian,SPECIES_LEDIAN,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_old,All,0,70,Wooper,SPECIES_WOOPER,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_old,All,1,30,Remoraid,SPECIES_REMORAID,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_good,All,0,60,Wooper,SPECIES_WOOPER,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_good,All,1,20,Buizel,SPECIES_BUIZEL,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_good,All,2,20,Shellos,SPECIES_SHELLOS,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_super,All,0,40,Quagsire,SPECIES_QUAGSIRE,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_super,All,1,40,Floatzel,SPECIES_FLOATZEL,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_super,All,2,15,Gastrodon,SPECIES_GASTRODON,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_super,All,3,4,Remoraid,SPECIES_REMORAID,30,32
ILEX_FOREST,Ilex Forest,30,32,fishing_super,All,4,1,Octillery,SPECIES_OCTILLERY,30,32
VIOLET_WATER,Violet Water,20,21,fishing_old,All,0,70,Wooper,SPECIES_WOOPER,20,21
VIOLET_WATER,Violet Water,20,21,fishing_old,All,1,30,Remoraid,SPECIES_REMORAID,20,21
VIOLET_WATER,Violet Water,20,21,fishing_good,All,0,60,Buizel,SPECIES_BUIZEL,20,21
VIOLET_WATER,Violet Water,20,21,fishing_good,All,1,20,Shellos,SPECIES_SHELLOS,20,21
VIOLET_WATER,Violet Water,20,21,fishing_good,All,2,20,Finneon,SPECIES_FINNEON,20,21
VIOLET_WATER,Violet Water,20,21,fishing_super,All,0,40,Floatzel,SPECIES_FLOATZEL,20,21
VIOLET_WATER,Violet Water,20,21,fishing_super,All,1,40,Gastrodon,SPECIES_GASTRODON,20,21
VIOLET_WATER,Violet Water,20,21,fishing_super,All,2,15,Lumineon,SPECIES_LUMINEON,20,21
VIOLET_WATER,Violet Water,20,21,fishing_super,All,3,4,Clauncher,SPECIES_CLAUNCHER,20,21
VIOLET_WATER,Violet Water,20,21,fishing_super,All,4,1,Octillery,SPECIES_OCTILLERY,20,21
ROUTE_27,Route 27,33,34,land,Morning,0,30,Noctowl,SPECIES_NOCTOWL,33,34
ROUTE_27,Route 27,33,34,land,Morning,1,20,Luxio,SPECIES_LUXIO,33,34
ROUTE_27,Route 27,33,34,land,Morning,2,15,Staravia,SPECIES_STARAVIA,33,34
ROUTE_27,Route 27,33,34,land,Morning,3,10,Roselia,SPECIES_ROSELIA,33,34
ROUTE_27,Route 27,33,34,land,Morning,4,5,Pancham,SPECIES_PANCHAM,33,34
ROUTE_27,Route 27,33,34,land,Morning,5,5,Fletchinder,SPECIES_FLETCHINDER,33,34
ROUTE_27,Route 27,33,34,land,Morning,6,1,Furret,SPECIES_FURRET,33,34
ROUTE_27,Route 27,33,34,land,Morning,7,5,Luxio,SPECIES_LUXIO,33,34
ROUTE_27,Route 27,33,34,land,Morning,8,3,Staravia,SPECIES_STARAVIA,33,34
ROUTE_27,Route 27,33,34,land,Morning,9,4,Roselia,SPECIES_ROSELIA,33,34
ROUTE_27,Route 27,33,34,land,Morning,10,1,Pancham,SPECIES_PANCHAM,33,34
ROUTE_27,Route 27,33,34,land,Morning,11,1,Fletchinder,SPECIES_FLETCHINDER,33,34
ROUTE_27,Route 27,33,34,land,Day,0,30,Furret,SPECIES_FURRET,33,34
ROUTE_27,Route 27,33,34,land,Day,1,20,Luxio,SPECIES_LUXIO,33,34
ROUTE_27,Route 27,33,34,land,Day,2,15,Staravia,SPECIES_STARAVIA,33,34
ROUTE_27,Route 27,33,34,land,Day,3,10,Roselia,SPECIES_ROSELIA,33,34
ROUTE_27,Route 27,33,34,land,Day,4,5,Pancham,SPECIES_PANCHAM,33,34
ROUTE_27,Route 27,33,34,land,Day,5,5,Fletchinder,SPECIES_FLETCHINDER,33,34
ROUTE_27,Route 27,33,34,land,Day,6,1,Noctowl,SPECIES_NOCTOWL,33,34
ROUTE_27,Route 27,33,34,land,Day,7,5,Luxio,SPECIES_LUXIO,33,34
ROUTE_27,Route 27,33,34,land,Day,8,3,Staravia,SPECIES_STARAVIA,33,34
ROUTE_27,Route 27,33,34,land,Day,9,4,Roselia,SPECIES_ROSELIA,33,34
ROUTE_27,Route 27,33,34,land,Day,10,1,Pancham,SPECIES_PANCHAM,33,34
ROUTE_27,Route 27,33,34,land,Day,11,1,Espurr,SPECIES_ESPURR,33,34
ROUTE_27,Route 27,33,34,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,33,34
ROUTE_27,Route 27,33,34,land,Night,1,20,Ariados,SPECIES_ARIADOS,33,34
ROUTE_27,Route 27,33,34,land,Night,2,15,Luxio,SPECIES_LUXIO,33,34
ROUTE_27,Route 27,33,34,land,Night,3,10,Phantump,SPECIES_PHANTUMP,33,34
ROUTE_27,Route 27,33,34,land,Night,4,5,Roselia,SPECIES_ROSELIA,33,34
ROUTE_27,Route 27,33,34,land,Night,5,5,Espurr,SPECIES_ESPURR,33,34
ROUTE_27,Route 27,33,34,land,Night,6,1,Furret,SPECIES_FURRET,33,34
ROUTE_27,Route 27,33,34,land,Night,7,5,Ariados,SPECIES_ARIADOS,33,34
ROUTE_27,Route 27,33,34,land,Night,8,3,Luxio,SPECIES_LUXIO,33,34
ROUTE_27,Route 27,33,34,land,Night,9,4,Phantump,SPECIES_PHANTUMP,33,34
ROUTE_27,Route 27,33,34,land,Night,10,1,Roselia,SPECIES_ROSELIA,33,34
ROUTE_27,Route 27,33,34,land,Night,11,1,Staravia,SPECIES_STARAVIA,33,34
ROUTE_27,Route 27,33,34,water,All,0,60,Floatzel,SPECIES_FLOATZEL,33,34
ROUTE_27,Route 27,33,34,water,All,1,30,Gastrodon,SPECIES_GASTRODON,33,34
ROUTE_27,Route 27,33,34,water,All,2,5,Lumineon,SPECIES_LUMINEON,33,34
ROUTE_27,Route 27,33,34,water,All,3,4,Clauncher,SPECIES_CLAUNCHER,33,34
ROUTE_27,Route 27,33,34,water,All,4,1,Quagsire,SPECIES_QUAGSIRE,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,0,30,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,1,20,Noibat,SPECIES_NOIBAT,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,2,15,Carbink,SPECIES_CARBINK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,3,10,Bronzor,SPECIES_BRONZOR,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,4,5,Croagunk,SPECIES_CROAGUNK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,5,5,Roggenrola,SPECIES_ROGGENROLA,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,6,1,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,7,5,Noibat,SPECIES_NOIBAT,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,8,3,Carbink,SPECIES_CARBINK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,9,4,Bronzor,SPECIES_BRONZOR,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,10,1,Croagunk,SPECIES_CROAGUNK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Morning,11,1,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,0,30,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,1,20,Carbink,SPECIES_CARBINK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,2,15,Bronzor,SPECIES_BRONZOR,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,3,10,Noibat,SPECIES_NOIBAT,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,4,5,Croagunk,SPECIES_CROAGUNK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,5,5,Roggenrola,SPECIES_ROGGENROLA,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,6,1,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,7,5,Carbink,SPECIES_CARBINK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,8,3,Bronzor,SPECIES_BRONZOR,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,9,4,Noibat,SPECIES_NOIBAT,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,10,1,Croagunk,SPECIES_CROAGUNK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Day,11,1,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,0,30,Noibat,SPECIES_NOIBAT,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,1,20,Croagunk,SPECIES_CROAGUNK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,2,15,Bronzor,SPECIES_BRONZOR,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,3,10,Carbink,SPECIES_CARBINK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,4,5,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,5,5,Wooper,SPECIES_WOOPER,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,6,1,Noibat,SPECIES_NOIBAT,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,7,5,Croagunk,SPECIES_CROAGUNK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,8,3,Bronzor,SPECIES_BRONZOR,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,9,4,Carbink,SPECIES_CARBINK,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,10,1,Onix,SPECIES_ONIX,33,34
TOHJO_FALLS,Tohjo Falls,33,34,land,Night,11,1,Wooper,SPECIES_WOOPER,33,34
TOHJO_FALLS,Tohjo Falls,33,34,water,All,0,60,Quagsire,SPECIES_QUAGSIRE,33,34
TOHJO_FALLS,Tohjo Falls,33,34,water,All,1,30,Floatzel,SPECIES_FLOATZEL,33,34
TOHJO_FALLS,Tohjo Falls,33,34,water,All,2,5,Gastrodon,SPECIES_GASTRODON,33,34
TOHJO_FALLS,Tohjo Falls,33,34,water,All,3,4,Lumineon,SPECIES_LUMINEON,33,34
TOHJO_FALLS,Tohjo Falls,33,34,water,All,4,1,Octillery,SPECIES_OCTILLERY,33,34
ROUTE_26,Route 26,33,35,land,Morning,0,30,Noctowl,SPECIES_NOCTOWL,33,35
ROUTE_26,Route 26,33,35,land,Morning,1,20,Luxio,SPECIES_LUXIO,33,35
ROUTE_26,Route 26,33,35,land,Morning,2,15,Staravia,SPECIES_STARAVIA,33,35
ROUTE_26,Route 26,33,35,land,Morning,3,10,Roselia,SPECIES_ROSELIA,33,35
ROUTE_26,Route 26,33,35,land,Morning,4,5,Pancham,SPECIES_PANCHAM,33,35
ROUTE_26,Route 26,33,35,land,Morning,5,5,Fletchinder,SPECIES_FLETCHINDER,33,35
ROUTE_26,Route 26,33,35,land,Morning,6,1,Furret,SPECIES_FURRET,33,35
ROUTE_26,Route 26,33,35,land,Morning,7,5,Luxio,SPECIES_LUXIO,33,35
ROUTE_26,Route 26,33,35,land,Morning,8,3,Staravia,SPECIES_STARAVIA,33,35
ROUTE_26,Route 26,33,35,land,Morning,9,4,Roselia,SPECIES_ROSELIA,33,35
ROUTE_26,Route 26,33,35,land,Morning,10,1,Pancham,SPECIES_PANCHAM,33,35
ROUTE_26,Route 26,33,35,land,Morning,11,1,Fletchinder,SPECIES_FLETCHINDER,33,35
ROUTE_26,Route 26,33,35,land,Day,0,30,Furret,SPECIES_FURRET,33,35
ROUTE_26,Route 26,33,35,land,Day,1,20,Luxio,SPECIES_LUXIO,33,35
ROUTE_26,Route 26,33,35,land,Day,2,15,Staravia,SPECIES_STARAVIA,33,35
ROUTE_26,Route 26,33,35,land,Day,3,10,Roselia,SPECIES_ROSELIA,33,35
ROUTE_26,Route 26,33,35,land,Day,4,5,Pancham,SPECIES_PANCHAM,33,35
ROUTE_26,Route 26,33,35,land,Day,5,5,Fletchinder,SPECIES_FLETCHINDER,33,35
ROUTE_26,Route 26,33,35,land,Day,6,1,Noctowl,SPECIES_NOCTOWL,33,35
ROUTE_26,Route 26,33,35,land,Day,7,5,Luxio,SPECIES_LUXIO,33,35
ROUTE_26,Route 26,33,35,land,Day,8,3,Staravia,SPECIES_STARAVIA,33,35
ROUTE_26,Route 26,33,35,land,Day,9,4,Roselia,SPECIES_ROSELIA,33,35
ROUTE_26,Route 26,33,35,land,Day,10,1,Pancham,SPECIES_PANCHAM,33,35
ROUTE_26,Route 26,33,35,land,Day,11,1,Espurr,SPECIES_ESPURR,33,35
ROUTE_26,Route 26,33,35,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,33,35
ROUTE_26,Route 26,33,35,land,Night,1,20,Ariados,SPECIES_ARIADOS,33,35
ROUTE_26,Route 26,33,35,land,Night,2,15,Luxio,SPECIES_LUXIO,33,35
ROUTE_26,Route 26,33,35,land,Night,3,10,Phantump,SPECIES_PHANTUMP,33,35
ROUTE_26,Route 26,33,35,land,Night,4,5,Roselia,SPECIES_ROSELIA,33,35
ROUTE_26,Route 26,33,35,land,Night,5,5,Espurr,SPECIES_ESPURR,33,35
ROUTE_26,Route 26,33,35,land,Night,6,1,Furret,SPECIES_FURRET,33,35
ROUTE_26,Route 26,33,35,land,Night,7,5,Ariados,SPECIES_ARIADOS,33,35
ROUTE_26,Route 26,33,35,land,Night,8,3,Luxio,SPECIES_LUXIO,33,35
ROUTE_26,Route 26,33,35,land,Night,9,4,Phantump,SPECIES_PHANTUMP,33,35
ROUTE_26,Route 26,33,35,land,Night,10,1,Roselia,SPECIES_ROSELIA,33,35
ROUTE_26,Route 26,33,35,land,Night,11,1,Staravia,SPECIES_STARAVIA,33,35
ROUTE_26,Route 26,33,35,water,All,0,60,Floatzel,SPECIES_FLOATZEL,33,35
ROUTE_26,Route 26,33,35,water,All,1,30,Gastrodon,SPECIES_GASTRODON,33,35
ROUTE_26,Route 26,33,35,water,All,2,5,Lumineon,SPECIES_LUMINEON,33,35
ROUTE_26,Route 26,33,35,water,All,3,4,Clauncher,SPECIES_CLAUNCHER,33,35
ROUTE_26,Route 26,33,35,water,All,4,1,Quagsire,SPECIES_QUAGSIRE,33,35
ROUTE_35,Route 35,39,40,land,Morning,0,30,Noctowl,SPECIES_NOCTOWL,39,40
ROUTE_35,Route 35,39,40,land,Morning,1,20,Ariados,SPECIES_ARIADOS,39,40
ROUTE_35,Route 35,39,40,land,Morning,2,15,Luxio,SPECIES_LUXIO,39,40
ROUTE_35,Route 35,39,40,land,Morning,3,10,Staravia,SPECIES_STARAVIA,39,40
ROUTE_35,Route 35,39,40,land,Morning,4,5,Pancham,SPECIES_PANCHAM,39,40
ROUTE_35,Route 35,39,40,land,Morning,5,5,Espurr,SPECIES_ESPURR,39,40
ROUTE_35,Route 35,39,40,land,Morning,6,1,Furret,SPECIES_FURRET,39,40
ROUTE_35,Route 35,39,40,land,Morning,7,5,Noctowl,SPECIES_NOCTOWL,39,40
ROUTE_35,Route 35,39,40,land,Morning,8,3,Luxio,SPECIES_LUXIO,39,40
ROUTE_35,Route 35,39,40,land,Morning,9,4,Staravia,SPECIES_STARAVIA,39,40
ROUTE_35,Route 35,39,40,land,Morning,10,1,Pancham,SPECIES_PANCHAM,39,40
ROUTE_35,Route 35,39,40,land,Morning,11,1,Espurr,SPECIES_ESPURR,39,40
ROUTE_35,Route 35,39,40,land,Day,0,30,Noctowl,SPECIES_NOCTOWL,39,40
ROUTE_35,Route 35,39,40,land,Day,1,20,Luxio,SPECIES_LUXIO,39,40
ROUTE_35,Route 35,39,40,land,Day,2,15,Staravia,SPECIES_STARAVIA,39,40
ROUTE_35,Route 35,39,40,land,Day,3,10,Pancham,SPECIES_PANCHAM,39,40
ROUTE_35,Route 35,39,40,land,Day,4,5,Espurr,SPECIES_ESPURR,39,40
ROUTE_35,Route 35,39,40,land,Day,5,5,Roselia,SPECIES_ROSELIA,39,40
ROUTE_35,Route 35,39,40,land,Day,6,1,Furret,SPECIES_FURRET,39,40
ROUTE_35,Route 35,39,40,land,Day,7,5,Noctowl,SPECIES_NOCTOWL,39,40
ROUTE_35,Route 35,39,40,land,Day,8,3,Luxio,SPECIES_LUXIO,39,40
ROUTE_35,Route 35,39,40,land,Day,9,4,Staravia,SPECIES_STARAVIA,39,40
ROUTE_35,Route 35,39,40,land,Day,10,1,Pancham,SPECIES_PANCHAM,39,40
ROUTE_35,Route 35,39,40,land,Day,11,1,Roselia,SPECIES_ROSELIA,39,40
ROUTE_35,Route 35,39,40,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,39,40
ROUTE_35,Route 35,39,40,land,Night,1,20,Ariados,SPECIES_ARIADOS,39,40
ROUTE_35,Route 35,39,40,land,Night,2,15,Espurr,SPECIES_ESPURR,39,40
ROUTE_35,Route 35,39,40,land,Night,3,10,Phantump,SPECIES_PHANTUMP,39,40
ROUTE_35,Route 35,39,40,land,Night,4,5,Luxio,SPECIES_LUXIO,39,40
ROUTE_35,Route 35,39,40,land,Night,5,5,Roselia,SPECIES_ROSELIA,39,40
ROUTE_35,Route 35,39,40,land,Night,6,1,Furret,SPECIES_FURRET,39,40
ROUTE_35,Route 35,39,40,land,Night,7,5,Ariados,SPECIES_ARIADOS,39,40
ROUTE_35,Route 35,39,40,land,Night,8,3,Espurr,SPECIES_ESPURR,39,40
ROUTE_35,Route 35,39,40,land,Night,9,4,Phantump,SPECIES_PHANTUMP,39,40
ROUTE_35,Route 35,39,40,land,Night,10,1,Luxio,SPECIES_LUXIO,39,40
ROUTE_35,Route 35,39,40,land,Night,11,1,Roselia,SPECIES_ROSELIA,39,40
ROUTE_35,Route 35,39,40,fishing_old,All,0,70,Wooper,SPECIES_WOOPER,39,40
ROUTE_35,Route 35,39,40,fishing_old,All,1,30,Remoraid,SPECIES_REMORAID,39,40
ROUTE_35,Route 35,39,40,fishing_good,All,0,60,Buizel,SPECIES_BUIZEL,39,40
ROUTE_35,Route 35,39,40,fishing_good,All,1,20,Shellos,SPECIES_SHELLOS,39,40
ROUTE_35,Route 35,39,40,fishing_good,All,2,20,Finneon,SPECIES_FINNEON,39,40
ROUTE_35,Route 35,39,40,fishing_super,All,0,40,Floatzel,SPECIES_FLOATZEL,39,40
ROUTE_35,Route 35,39,40,fishing_super,All,1,40,Lumineon,SPECIES_LUMINEON,39,40
ROUTE_35,Route 35,39,40,fishing_super,All,2,15,Gastrodon,SPECIES_GASTRODON,39,40
ROUTE_35,Route 35,39,40,fishing_super,All,3,4,Clauncher,SPECIES_CLAUNCHER,39,40
ROUTE_35,Route 35,39,40,fishing_super,All,4,1,Octillery,SPECIES_OCTILLERY,39,40
ROUTE_36,Route 36,39,41,land,Morning,0,30,Noctowl,SPECIES_NOCTOWL,39,41
ROUTE_36,Route 36,39,41,land,Morning,1,20,Ariados,SPECIES_ARIADOS,39,41
ROUTE_36,Route 36,39,41,land,Morning,2,15,Luxio,SPECIES_LUXIO,39,41
ROUTE_36,Route 36,39,41,land,Morning,3,10,Staravia,SPECIES_STARAVIA,39,41
ROUTE_36,Route 36,39,41,land,Morning,4,5,Pancham,SPECIES_PANCHAM,39,41
ROUTE_36,Route 36,39,41,land,Morning,5,5,Espurr,SPECIES_ESPURR,39,41
ROUTE_36,Route 36,39,41,land,Morning,6,1,Furret,SPECIES_FURRET,39,41
ROUTE_36,Route 36,39,41,land,Morning,7,5,Noctowl,SPECIES_NOCTOWL,39,41
ROUTE_36,Route 36,39,41,land,Morning,8,3,Luxio,SPECIES_LUXIO,39,41
ROUTE_36,Route 36,39,41,land,Morning,9,4,Staravia,SPECIES_STARAVIA,39,41
ROUTE_36,Route 36,39,41,land,Morning,10,1,Pancham,SPECIES_PANCHAM,39,41
ROUTE_36,Route 36,39,41,land,Morning,11,1,Espurr,SPECIES_ESPURR,39,41
ROUTE_36,Route 36,39,41,land,Day,0,30,Noctowl,SPECIES_NOCTOWL,39,41
ROUTE_36,Route 36,39,41,land,Day,1,20,Luxio,SPECIES_LUXIO,39,41
ROUTE_36,Route 36,39,41,land,Day,2,15,Staravia,SPECIES_STARAVIA,39,41
ROUTE_36,Route 36,39,41,land,Day,3,10,Pancham,SPECIES_PANCHAM,39,41
ROUTE_36,Route 36,39,41,land,Day,4,5,Espurr,SPECIES_ESPURR,39,41
ROUTE_36,Route 36,39,41,land,Day,5,5,Roselia,SPECIES_ROSELIA,39,41
ROUTE_36,Route 36,39,41,land,Day,6,1,Furret,SPECIES_FURRET,39,41
ROUTE_36,Route 36,39,41,land,Day,7,5,Noctowl,SPECIES_NOCTOWL,39,41
ROUTE_36,Route 36,39,41,land,Day,8,3,Luxio,SPECIES_LUXIO,39,41
ROUTE_36,Route 36,39,41,land,Day,9,4,Staravia,SPECIES_STARAVIA,39,41
ROUTE_36,Route 36,39,41,land,Day,10,1,Pancham,SPECIES_PANCHAM,39,41
ROUTE_36,Route 36,39,41,land,Day,11,1,Roselia,SPECIES_ROSELIA,39,41
ROUTE_36,Route 36,39,41,land,Night,0,30,Noctowl,SPECIES_NOCTOWL,39,41
ROUTE_36,Route 36,39,41,land,Night,1,20,Ariados,SPECIES_ARIADOS,39,41
ROUTE_36,Route 36,39,41,land,Night,2,15,Espurr,SPECIES_ESPURR,39,41
ROUTE_36,Route 36,39,41,land,Night,3,10,Phantump,SPECIES_PHANTUMP,39,41
ROUTE_36,Route 36,39,41,land,Night,4,5,Luxio,SPECIES_LUXIO,39,41
ROUTE_36,Route 36,39,41,land,Night,5,5,Roselia,SPECIES_ROSELIA,39,41
ROUTE_36,Route 36,39,41,land,Night,6,1,Furret,SPECIES_FURRET,39,41
ROUTE_36,Route 36,39,41,land,Night,7,5,Ariados,SPECIES_ARIADOS,39,41
ROUTE_36,Route 36,39,41,land,Night,8,3,Espurr,SPECIES_ESPURR,39,41
ROUTE_36,Route 36,39,41,land,Night,9,4,Phantump,SPECIES_PHANTUMP,39,41
ROUTE_36,Route 36,39,41,land,Night,10,1,Luxio,SPECIES_LUXIO,39,41
ROUTE_36,Route 36,39,41,land,Night,11,1,Roselia,SPECIES_ROSELIA,39,41
BUG_CONTEST,Bug Contest,33,40,land,Morning,0,30,Ledian,SPECIES_LEDIAN,33,40
